Scenario,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR13,4308.729659392,6715.324192085333,7385.008963584001,3916.2713866239997,6104.016748544001,6712.61065216,3916.3358303573336,6104.0347927893345,6712.635293696
