,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR13,514.3569063264434,639.8112492689611,667.6169102417227,495.279145165024,613.3166780220467,638.0722619225894,558.2937764241386,677.9080843330476,701.5620697755616
