,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR13,1569.566179772106,2445.0929467357187,2690.3999776194387,1426.8783439503993,2222.8117674568466,2445.8181541184977,1426.878344290974,2222.811767991242,2445.818154836357
