Scenario,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR9,188.11046434133334,234.89779438933337,245.1732179626667,180.9814227626667,224.9712093866667,234.1128451413333,202.76387839999998,247.29970141866667,256.04295884800007
