,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
OSLOCTM,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.51548510159136,1.7124745571581592,1.6743248734321272
