,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
O3,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.17081022662567,9.91704254240877,9.425589845175395,9.480930860486785
CH4,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,15.713839362793982,16.260069630479986,18.373625389374002,17.964306608796946
strat H2O,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,2.1438111598636818,3.223929103952841,3.6686967112001687,3.6030610356828356
H2,0.18364653030166356,0.18841651300617993,0.1886103384614776,0.1825837188588645,0.21347852531335365,0.16639129703616634,0.17841434763826294,0.15295075959855509,0.21406695052922753,0.17506888565640724,0.17530646438990746,0.7352757685072322,0.7618678653455548,0.7954027434804305
